AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,timestamp
26,1.6,0.1,0.02,0.1,1.7,1.8,16,30,0,0,77,2.4,1.6,176,167,3.2,3.4,1400515200
26,1.6,0.09,0.01,0.3,1.7,2,16,20,0,0,76,0.9,1.6,175,176,3.6,3.4,1400518800
27,1.6,0.09,0,0.3,1,1.3,18,22,4,0,73,0.9,1.6,177,172,3.5,3.4,1400522400
27,1.6,0.09,0,0.5,1.8,2.3,20,23,4,0,70,0.8,1.6,168,158,2.2,2.7,1400526000
26,1.7,0.19,0.12,0.7,4.5,5.2,13,27,4,0,76,4.7,1.8,198,208,2,2.2,1400529600
26,1.7,0.19,0.09,2.8,6.6,9.4,14,34,3,0,75,3.5,1.7,184,182,4,2.8,1400533200
27,1.6,0.14,0.01,0.9,2.9,3.8,22,60,8,0,66,1.5,1.6,176,170,4.8,4.2,1400536800
27,1.6,0.2,0.03,2.1,4.3,6.4,21,63,8,0,66,1.7,1.6,177,176,3.6,3.9,1400540400
28,1.6,0.15,0.01,2.4,4.3,6.7,21,55,4,0,67,1.7,1.6,175,171,5.4,4.4,1400544000
26,1.6,0.14,0.02,1.7,4.3,6,17,33,0,0.4,77,1.7,1.6,170,143,3.3,3.2,1400547600
25,1.6,0.12,0.03,1,3.4,4.4,15,29,0,8.4,83,1,1.6,123,97,1.9,2.5,1400551200
24,1.6,0.16,0.05,2,5.1,7.2,12,49,1,38,89,1,1.6,129,96,3,1.8,1400554800
23,1.6,0.11,0.01,0.6,2.6,3.2,18,43,4,56,90,1,1.6,116,123,3.7,2.6,1400558400
24,1.6,0.21,0.17,1.5,7,8.5,19,43,4,7,90,2.9,1.8,157,50,2.5,0.8,1400562000
25,1.6,0.24,0.2,1.9,8.8,11,19,40,7,1.2,91,3,1.8,185,189,2.5,1.4,1400565600
26,1.6,0.21,0.11,1.4,6.6,8,21,22,14,1.2,89,2.7,1.7,177,73,1.5,1.7,1400569200
26,1.6,0.65,0.55,5,22,27,12,32,22,0,91,4.7,2.2,230,218,2.8,1,1400572800
26,1.6,0.48,0.65,6.9,17,24,20,48,19,0,89,4.9,2.3,203,188,2.3,2.7,1400576400
26,1.6,0.49,0.43,3,16,19,18,51,11,0,88,5.4,2.1,196,184,3,2.3,1400580000
26,1.6,0.25,0.07,1.3,8.6,9.9,24,42,1,0,87,3.8,1.7,176,173,2.5,2.5,1400583600
26,1.6,0.2,0.05,2,6.4,8.3,23,25,9,0,86,3.5,1.6,165,170,3.4,2.7,1400587200
26,1.6,0.15,0.03,0.6,4.6,5.2,23,15,9,0,86,3.4,1.6,169,174,3.1,2.9,1400590800
26,1.6,0.15,0.03,0.6,4,4.6,23,19,9,0.2,86,2.7,1.6,184,195,3.1,2.4,1400594400
25,1.6,0.13,0.01,0.6,2.9,3.5,30,24,0,1.2,89,2.4,1.6,176,169,2.9,3.1,1400598000
26,1.7,0.35,0.09,1.2,7,8.2,6,31,18,0,89,1.4,1.8,117,118,1.6,1.5,1401552000
25,1.7,0.34,0.09,1.2,6.6,7.8,4.9,32,15,0,90,1.8,1.8,119,122,1.4,1.5,1401555600
25,1.7,0.34,0.1,1,6.8,7.8,4,33,6,0,90,1.9,1.8,122,119,1.3,1.3,1401559200
26,1.8,0.4,0.17,1.5,12,14,2.8,43,14,0,90,2.2,2,300,280,0.7,0.5,1401562800
26,1.8,0.38,0.19,2.2,10,12,1.2,56,20,0,90,2.9,2,283,157,1.1,0.4,1401566400
26,1.8,0.53,0.2,3.8,15,18,3.3,50,26,0,90,3.9,2,188,203,1,1.2,1401570000
26,1.7,0.58,0.26,5.6,14,19,7.3,48,28,0,89,5.5,2,201,192,2.4,1.6,1401573600
27,1.7,0.53,0.34,4.2,10,14,17,41,31,0,83,4.2,2,201,212,2.5,2.5,1401577200
28,1.7,0.56,0.29,4,13,16,31,51,28,0,76,5.1,2,209,232,2.8,2.7,1401580800
28,1.7,0.39,0.14,2.8,12,14,31,63,25,0,77,5.1,1.8,270,270,2.4,1.7,1401584400
29,1.6,0.38,0.12,2.8,11,14,37,55,33,0,76,4.4,1.7,264,205,2.9,1.3,1401588000
31,1.6,2.41,0.14,2.2,9.4,12,57,49,36,0,63,4.4,1.8,209,208,3.4,2.7,1401591600
32,1.6,1.09,0.11,1.3,7.2,8.6,67,49,37,0,60,3.4,1.7,210,211,3.2,2.9,1401595200
32,1.6,0.5,0.08,1.2,6.5,7.7,65,48,32,0,58,3.8,1.7,222,206,3.4,3.1,1401598800
32,1.6,0.57,0.09,1.6,6.9,8.6,60,47,37,0,56,5.8,1.7,224,226,4,3.2,1401602400
33,1.6,1.16,0.12,1.4,8,9.4,63,45,37,0,52,7.6,1.7,210,212,3.8,3.4,1401606000
33,1.6,1.28,0.13,1.7,10,12,58,32,38,0,52,9,1.8,219,208,3.4,3.3,1401609600
32,1.6,1.73,0.14,1.7,12,13,49,43,37,0,57,12,1.8,208,206,3.7,3.6,1401613200
31,1.7,1.63,0.2,2.2,17,19,21,43,41,0,63,14,1.9,208,198,2.5,3.2,1401616800
29,1.7,0.4,0.14,1.9,13,15,21,58,35,0,70,4,1.8,182,179,3,2.6,1401620400
28,1.7,0.29,0.09,3.2,10,14,20,44,32,0,74,3.6,1.8,176,170,2.8,2.6,1401624000
28,1.7,0.25,0.07,1.8,7,8.8,24,42,27,0,75,4,1.7,173,163,2.2,2.4,1401627600
28,1.7,0.25,0.08,1.4,6.4,7.9,22,38,32,0,77,3.2,1.8,169,176,2.9,2.4,1401631200
27,1.7,0.31,0.11,1.6,9.3,11,15,40,34,0,79,3,1.8,181,179,3.7,2.9,1401634800
27,1.7,0.24,0.08,1.1,8.4,9.5,14,39,34,0,80,3.1,1.7,186,193,3.8,3.1,1401638400
27,1.6,0.21,0.07,1.3,7.2,8.5,15,28,23,0,80,2.9,1.7,185,184,3.1,3.1,1401642000
26,1.6,0.16,0.03,1.2,5.6,6.8,16,24,11,0,81,2.1,1.6,178,177,3.6,3.4,1401645600
27,1.6,0.14,0.02,1.6,3.4,5,16,10,7,0,77,1.6,1.6,180,175,3.4,3.4,1401649200
27,1.6,0.12,0.01,1.3,2.3,3.6,17,37,10,0,71,1.8,1.6,182,181,3.2,3.3,1401652800
27,1.6,0.13,0.02,1.5,2.2,3.6,17,48,17,0,69,1.8,1.6,181,174,3.7,3.5,1401656400
27,1.6,0.17,0.03,1.9,3.3,5.2,17,50,12,0,68,1.9,1.6,176,181,2.6,3.3,1401660000
28,1.6,0.21,0.05,2,3.2,5.2,22,22,10,0,65,2.4,1.6,193,194,5.2,4.1,1401663600
29,1.6,0.2,0.04,2.2,3.3,5.5,22,7,6,0,64,2.1,1.6,186,188,3.5,4.1,1401667200
30,1.6,0.22,0.09,2.6,5.1,7.7,25,24,13,0,58,3.9,1.7,197,198,5.4,4.1,1401670800
32,1.6,0.19,0.13,2.2,4.7,6.9,32,36,17,0,48,3.5,1.7,202,203,4.8,5,1401674400
33,1.6,0.23,0.14,1.9,5.2,7.1,41,44,22,0,46,3.2,1.7,203,210,5.2,5.2,1401678000
34,1.6,0.19,0.08,1.8,4.4,6.3,38,34,24,0,46,2.7,1.7,203,201,6.1,5.6,1401681600
32,1.6,0.19,0.07,2.1,5.2,7.2,30,31,20,0,59,3,1.7,211,213,5.1,4.4,1401685200
32,1.6,0.17,0.06,1.9,4.3,6.2,31,34,13,0,59,2.5,1.6,217,214,4.3,4.8,1401688800
32,1.6,0.19,0.1,2.5,6.4,8.9,29,56,11,0,58,3.7,1.7,205,203,5.2,5,1401692400
32,1.6,0.19,0.12,2.5,5.7,8.2,24,46,13,0,59,6.2,1.7,203,205,4.7,4.7,1401696000
31,1.6,0.24,0.13,2.9,7.1,10,21,30,20,0,65,5,1.7,196,195,3.9,3.6,1401699600
30,1.6,0.22,0.07,2.3,5.9,8.2,20,14,15,0,70,4.3,1.6,189,186,2.8,3,1401703200
30,1.6,0.22,0.07,1.8,5.6,7.4,18,21,14,0,74,4.2,1.6,192,194,3.9,3.4,1401706800
29,1.6,0.21,0.08,1.9,6.2,8.1,15,60,10,0,76,4.6,1.6,191,189,3,3.6,1401710400
29,1.6,0.18,0.04,2.4,6.1,8.4,14,70,11,0,77,4.3,1.6,183,176,3.5,3.4,1401714000
29,1.6,0.14,0.03,1.5,4.4,5.9,16,70,6,0,78,3.7,1.6,183,186,4.6,3.8,1401717600
28,1.6,0.13,0.03,1.3,3.6,4.9,16,49,6,0,78,3.6,1.6,187,191,3.8,3.7,1401721200
28,1.6,0.13,0.05,1.1,3.8,4.9,15,45,5,0,79,4.2,1.6,191,180,2.7,3.2,1401724800
28,1.6,0.13,0.04,1.1,4.5,5.6,13,45,9,0,82,3.7,1.6,187,202,3,2.7,1401728400
28,1.6,0.13,0.03,1.3,4.7,6,13,27,7,0,81,3.9,1.6,194,189,3.4,3.3,1401732000
28,1.6,0.1,0,1,2.4,3.4,17,12,6,0,78,2.4,1.6,176,188,3.7,3.4,1401735600
28,1.6,0.1,0,0.9,2.2,3.1,17,15,1,0,78,2.9,1.6,183,182,3.9,3.9,1401739200
28,1.6,0.1,0,1,2.7,3.7,18,17,1,0,76,3.2,1.6,185,180,4.7,4.8,1401742800
28,1.6,0.13,0.01,1.8,3,4.8,18,20,10,0,75,3.1,1.6,182,184,4.7,4.5,1401746400
28,1.6,0.23,0.05,3,4.7,7.6,18,33,11,0,71,3.1,1.6,177,176,3.3,3.3,1401750000
28,1.6,0.2,0.03,2.9,5.6,8.5,17,47,12,0,71,3.1,1.6,175,190,2.4,2.4,1401753600
27,1.6,0.37,0.65,4.8,13,18,8.6,57,2,0.6,80,4.3,2.3,194,181,2.5,2.7,1401757200
25,1.6,0.33,0.13,4.2,12,16,9,51,1,4,87,2.9,1.7,158,165,2.7,2.2,1401760800
25,1.6,0.14,0.11,2.4,4.7,7.1,16,47,0,3.4,87,2.6,1.7,168,173,3.4,2.7,1401764400
26,1.6,0.12,0.01,1.4,2.5,4,21,39,0,0.6,84,2.4,1.6,135,127,4,3.2,1401768000
26,1.6,0.16,0.14,1.6,4.3,5.9,29,21,6,0,78,2.8,1.7,184,199,3,2.9,1401771600
27,1.6,0.21,0.42,2.1,6.4,8.6,27,18,14,0,75,3.4,2,199,204,3.3,2.3,1401775200
27,1.6,0.19,0.21,2.3,5.8,8.1,28,10,15,0,75,2.6,1.8,193,193,3.2,2.4,1401778800
26,1.6,0.18,0.14,2.3,5.8,8.1,28,10,9,1.4,79,3.1,1.7,184,173,4.8,3.7,1401782400
25,1.6,0.2,0.03,3.7,6.4,10,31,11,1,3.4,88,3.1,1.6,180,179,3.6,3.6,1401786000
25,1.6,0.21,0.03,2,6.5,8.4,33,8,0,0,85,3,1.6,167,181,1.5,2.1,1401789600
26,1.6,0.24,0.16,1.3,6,7.4,38,14,4,0,81,3.3,1.8,149,113,1.6,1.2,1401793200
25,1.6,0.27,0.14,2.3,8.8,11,25,16,6,0,85,3.3,1.8,102,128,0.9,0.9,1401796800
25,1.6,0.22,0.06,0.7,5.9,6.6,25,24,15,0,86,3.3,1.7,118,113,1.6,1.1,1401800400
24,1.6,0.18,0.04,1.1,4.3,5.4,23,18,13,0,88,2.6,1.7,118,122,1.7,1.7,1401804000
25,1.7,0.24,0.09,1.1,7.1,8.2,18,12,16,0,87,3.6,1.7,125,84,1.8,0.7,1401807600
24,1.6,0.16,0.04,0.7,3.5,4.2,20,27,9,0,89,2.6,1.7,111,117,2.3,2,1401811200
24,1.6,0.14,0.02,0.9,2.7,3.6,21,27,6,0,89,1.4,1.6,115,119,2.2,1.9,1401814800
24,1.6,0.14,0.03,0.8,2.8,3.6,21,26,1,0,89,1.4,1.7,115,114,2.1,2.2,1401818400
24,1.6,0.14,0.04,1,2.3,3.4,20,14,0,0,89,1.4,1.7,115,119,2.1,1.9,1401822000
24,1.6,0.16,0.13,0.8,3,3.8,17,16,1,0,91,1.9,1.8,107,109,1.6,1.5,1401825600
24,1.6,0.24,0.08,0.8,4.1,4.9,15,35,4,0,92,2,1.7,108,96,1.4,1.5,1401829200
24,1.7,0.45,0.18,2.4,7.9,10,12,44,11,0.2,91,2,1.8,108,86,1.3,0.6,1401832800
25,1.7,0.64,0.23,10,14,24,9.8,49,14,0,89,2.3,1.9,81,328,0.8,0.3,1401836400
27,1.7,0.56,0.35,3.6,13,16,29,27,14,0,80,3.7,2,208,204,3.2,2,1401840000
28,1.7,0.43,0.28,2.9,12,15,43,12,14,0,72,3.8,1.9,213,213,2.6,2.7,1401843600
30,1.7,0.42,0.29,2,11,13,63,27,12,0,64,2.7,2,208,204,2.4,2.8,1401847200
31,1.6,1.26,0.25,1.3,8.8,10,74,45,18,0,59,2.6,1.9,211,233,3.1,2.6,1401850800
31,1.7,0.93,0.23,1.3,10,11,84,53,23,0,60,2.8,1.9,232,231,2.5,2.5,1401854400
30,1.6,0.31,0.14,1.6,10,12,60,46,32,0,72,4,1.8,305,299,2.8,2.5,1401858000
30,1.6,0.31,0.19,1.4,8.6,10,61,40,39,0,72,3.8,1.8,306,299,2.3,1.3,1401861600
30,1.6,0.29,0.12,1.3,8.3,9.5,61,41,37,0,74,4.1,1.8,302,302,2.7,2.1,1401865200
28,1.6,0.3,0.2,0.9,9.5,10,57,45,33,0,80,4.8,1.8,301,309,1.8,1.9,1401868800
28,1.6,0.41,0.17,1.2,13,14,51,75,29,0,83,5.8,1.8,303,284,1.3,1.3,1401872400
27,1.7,0.59,0.22,1,18,19,45,82,29,0,84,7.1,1.9,290,208,1.5,1.1,1401876000
27,1.7,0.57,0.23,1.1,17,18,48,81,31,0,83,5.3,1.9,176,178,3.3,2.4,1401879600
27,1.7,0.38,0.15,1.6,9.9,11,53,59,29,0,84,3.3,1.8,180,186,3,3,1401883200
27,1.7,0.33,0.13,1,6.4,7.5,50,50,31,0,83,3,1.8,188,186,2.5,2.7,1401886800
27,1.7,0.36,0.16,0.8,6.8,7.5,45,39,34,0,85,2.7,1.9,190,198,3.9,3.1,1401890400
27,1.7,0.31,0.13,0.5,5.3,5.8,43,39,33,0,87,2.5,1.8,188,185,2.7,3.2,1401894000
26,1.7,0.26,0.1,0.8,3.7,4.4,41,30,27,0,88,2,1.8,180,161,1.9,2.3,1401897600
26,1.7,0.22,0.06,0.8,2.4,3.3,44,35,13,0,86,1.9,1.8,175,185,2.5,2.4,1401901200
26,1.7,0.21,0.04,0.7,1.8,2.5,43,24,5,0,82,2.1,1.8,180,200,1.6,2,1401904800
26,1.7,0.25,0.06,1,2.7,3.7,35,22,0,0,84,1.8,1.8,186,190,1.3,1.2,1401908400
26,1.7,0.24,0.1,1,2.5,3.4,34,22,3,0,80,2.3,1.8,186,216,0.9,1,1401912000
26,1.7,0.36,0.27,1.5,8.1,9.6,24,32,7,0,79,3.2,2,191,179,1.5,0.9,1401915600
27,1.7,0.32,0.06,2.5,6.6,9,35,35,9,0,72,2.3,1.8,175,187,2.4,2.4,1401919200
27,1.7,0.4,0.09,2.8,6.2,9,37,22,12,0,68,2.4,1.7,185,186,4,3.3,1401922800
28,1.6,0.28,0.08,2.4,5.8,8.3,44,15,11,0,70,2.9,1.7,186,192,3.8,4.1,1401926400
30,1.6,0.32,0.71,2.2,7.2,9.3,51,32,15,0,64,4.9,2.4,200,203,5,4.4,1401930000
31,1.6,0.3,0.48,2,7.5,9.5,54,62,23,0,61,3.7,2.1,203,207,4.9,4.4,1401933600
31,1.6,0.34,0.37,2,9.2,11,54,65,22,0,62,3.7,2,209,210,3.9,3.8,1401937200
30,1.6,0.31,0.22,2,8.4,10,50,61,23,9.8,67,2.3,1.8,213,283,1.9,2.7,1401940800
27,1.6,0.27,0.16,1.8,8.6,10,39,0,11,3,87,0.2,1.8,200,191,4,2.1,1401944400
27,1.6,0.23,0.09,2.4,5.5,7.9,36,0,11,0.6,86,-1.5,1.7,182,181,3.7,3.7,1401948000
27,1.6,0.18,0.02,2,3.2,5.2,33,0,11,0.8,86,2.3,1.6,167,173,3.3,2.9,1401951600
27,1.6,0.19,0.04,3.8,5.6,9.4,31,9,11,0,83,3,1.6,170,185,2.2,2.8,1401955200
27,1.6,0.22,0.06,5.8,6.4,12,27,7,3,0,80,3,1.6,158,152,3.1,2.5,1401958800
27,1.6,0.21,0.03,2.1,3.6,5.7,22,14,8,0,79,3.1,1.6,161,159,2.5,2.7,1401962400
27,1.6,0.21,0.03,2.9,4.4,7.3,21,20,15,0,79,3.3,1.6,163,157,2.1,2.3,1401966000
27,1.6,0.29,0.06,5.2,7,12,17,30,20,0,79,3.4,1.7,163,175,1.9,1.7,1401969600
27,1.6,0.33,0.09,3.7,8.3,12,13,22,22,0.2,81,3.4,1.7,158,131,1.8,1.2,1401973200
27,1.6,0.19,0.05,1.6,3.5,5.1,16,10,14,0,83,2.9,1.6,151,143,1.5,1.4,1401976800
26,1.6,0.16,0.03,1.1,3.3,4.4,15,8,11,0,84,2.7,1.6,149,132,1.5,1.4,1401980400
26,1.6,0.14,0.02,1.2,2.5,3.7,13,16,4,0,86,2.6,1.6,123,127,2.4,1.8,1401984000
26,1.6,0.15,0.04,1.4,3,4.3,12,38,6,1.6,87,2.4,1.6,154,138,1.1,1.3,1401987600
26,1.6,0.12,0.02,1.1,2.6,3.7,14,30,7,0,86,1.9,1.6,161,199,1.1,1.7,1401991200
25,1.6,0.13,0.04,1.5,3.9,5.3,19,34,13,0,87,1.9,1.6,306,320,1.8,0.2,1401994800
23,1.6,0.1,0.01,1,3.7,4.7,39,20,12,18,91,2.2,1.6,99,110,3,1.6,1401998400
23,1.6,0.12,0.01,1,3.1,4.1,43,20,16,4.8,90,2.6,1.6,113,95,2.2,2.4,1402002000
24,1.6,0.14,0.02,0.8,3.4,4.2,39,9,12,2.4,89,2.4,1.6,106,105,2.3,2.3,1402005600
24,1.6,0.38,0.28,3.1,13,16,23,2,10,1,90,3.8,1.9,183,51,2,0.8,1402009200
25,1.6,0.24,0.06,2.2,7.3,9.5,19,2,2,0.6,85,2.9,1.6,116,123,4.3,2.9,1402012800
27,1.6,0.3,0.24,3,7.7,11,23,10,3,0,74,3.4,1.8,161,173,1.2,1.3,1402016400
28,1.6,0.51,0.46,3.4,14,17,30,11,9,0,74,3.1,2.1,202,191,1.2,1.2,1402020000
29,1.6,3.82,0.47,3.6,14,17,32,15,17,0,75,3.1,2.1,204,232,1.4,1,1402023600
30,1.6,1.39,0.23,1.7,10,12,55,12,13,0,63,2.7,1.8,198,178,1.8,1.6,1402027200
31,1.6,0.53,0.31,1.7,16,17,76,9,12,0,60,3.4,1.9,236,261,2.6,1.6,1402030800
30,1.6,0.42,0.34,1.3,19,20,75,31,15,0,69,6.1,2,293,309,3.1,2.2,1402034400
28,1.7,0.3,0.23,1.8,18,20,47,49,27,0,83,6.4,1.9,311,313,3.2,3,1402038000
27,1.6,0.24,0.21,1.4,16,18,39,56,31,0.4,86,5.4,1.8,313,338,2.6,1.2,1402041600
26,1.6,0.28,0.19,1.3,12,13,38,46,22,0.6,89,3.8,1.8,52,55,1.7,0.7,1402045200
26,1.6,0.25,0.08,1.1,9.3,10,33,31,14,0,89,3.1,1.7,81,49,0.7,0.6,1402048800
25,1.6,0.35,0.13,1,11,12,21,24,14,0,90,3,1.7,109,126,1.2,1.1,1402052400
25,1.6,0.44,0.22,1.8,12,14,15,8,16,0.6,92,7.1,1.8,187,192,2.7,2,1402056000
25,1.6,0.42,0.16,2.1,15,17,16,0,15,5,93,3.3,1.8,148,159,1.2,1.4,1402059600
25,1.6,0.31,0.11,1.4,9.7,11,16,12,13,3.6,94,2.3,1.7,104,120,1.7,1.1,1402063200
25,1.6,0.13,0.02,0.9,3.4,4.3,22,17,14,4.8,93,2,1.6,125,135,2.4,2.3,1402066800
25,1.6,0.11,0.01,1,2.3,3.3,22,22,11,0.2,90,1.9,1.6,110,108,2.3,1.9,1402070400
25,1.6,0.1,0.01,0.9,1.8,2.7,19,17,5,0,86,1.5,1.6,114,291,0.9,2,1402074000
25,1.6,0.11,0.04,1.3,2.3,3.5,14,23,0,0,87,1.9,1.6,114,90,1.2,0.9,1402077600
24,1.6,0.09,0.03,1.8,1.7,3.5,9.6,26,0,0,92,1.3,1.6,117,112,2,1.3,1402081200
24,1.6,0.1,0.02,1.6,1.9,3.5,8.5,28,0,0,92,1.8,1.6,110,97,1.1,1.7,1402084800
24,1.6,0.21,0.06,2.3,4.1,6.4,6.8,26,0,0,92,2.3,1.6,115,101,1.4,1.2,1402088400
25,1.6,0.31,0.1,3.2,5.2,8.4,8.4,39,0,0,89,3.2,1.7,140,91,1.6,0.8,1402092000
26,1.6,0.46,0.24,6.7,8.3,15,8.6,43,0,0,85,3,1.8,348,254,1.4,0.3,1402095600
28,1.6,0.7,0.33,7.2,14,21,22,34,2,0,75,3.9,2,201,190,2.1,1.6,1402099200
30,1.7,0.56,0.47,3.8,14,18,40,25,4,0,66,3.1,2.1,198,191,3.5,2.7,1402102800
31,1.6,0.43,0.42,3.5,12,16,42,25,6,0,59,2.2,2,208,187,3.4,2.6,1402106400
32,1.6,0.34,0.3,2.3,8.7,11,54,41,4,0,54,1.9,1.9,206,223,4.3,3.5,1402110000
32,1.6,0.27,0.2,2.7,8.2,11,50,32,6,0,53,2.3,1.8,212,220,3,3.1,1402113600
30,1.7,0.32,0.23,2.3,9.9,12,48,35,11,0.6,70,3.2,1.9,237,195,2.8,2.6,1402117200
29,1.6,0.3,0.24,2.7,9.3,12,45,31,18,0,77,2.6,1.9,235,268,2.3,1.2,1402120800
29,1.6,0.34,0.15,2.9,13,16,37,45,19,0.2,75,7.4,1.7,283,294,3.3,2.1,1402124400
26,1.6,0.29,0.33,2.4,10,13,25,34,12,1.2,86,4.1,1.9,219,207,2.9,3,1402128000
26,1.6,0.33,0.31,3.1,13,16,19,34,4,2.4,94,3.4,1.9,200,181,2.9,3.4,1402131600
26,1.6,0.21,0.07,2.2,5.7,8,24,23,0,0.6,91,2.3,1.7,179,176,3.3,3.2,1402135200
26,1.6,0.17,0.05,1.8,4.3,6.1,24,27,4,0.6,90,2.3,1.6,148,127,1.9,2,1402138800
26,1.6,0.26,0.08,2.5,7.1,9.5,17,24,6,0,91,2.6,1.7,159,170,2.3,1.2,1402142400
26,1.6,0.22,0.06,2.7,6.4,9,21,22,9,0,87,2.4,1.7,170,171,1.5,1.7,1402146000
26,1.7,0.22,0.06,2,5.7,7.7,18,27,13,0,86,1.8,1.7,170,140,1.1,1,1402149600
26,1.7,0.37,0.13,1.7,9.3,11,12,25,15,0,90,1.7,1.8,171,164,1.3,1.5,1402153200
26,1.7,0.28,0.11,1.7,7.9,9.6,13,28,17,0,91,2.1,1.8,180,168,1.7,1.7,1402156800
26,1.7,0.23,0.09,1.8,6.1,7.9,13,32,12,0,91,2.7,1.8,150,115,1.4,1.1,1402160400
25,1.6,0.22,0.08,1.6,5.6,7.3,8.3,35,11,0,93,2.1,1.7,101,111,1.3,0.9,1402164000
25,1.6,0.17,0.06,1,3.6,4.6,8.4,35,6,0,94,2,1.7,110,115,1.4,1.3,1402167600
25,1.6,0.16,0.05,1.1,3.6,4.7,8.7,38,3,0,93,2.4,1.6,119,130,1.1,1.3,1402171200
25,1.6,0.26,0.14,1.6,5.1,6.8,5.8,29,0,0,94,2.9,1.7,102,83,0.9,1.1,1402174800
25,1.6,0.27,0.12,2.6,6.7,9.3,6.2,36,3,0,92,3.1,1.8,37,40,1.6,0.5,1402178400
26,1.6,0.27,0.19,2.8,6.9,9.7,8.2,23,3,0,88,3.2,1.8,349,42,1.1,0.4,1402182000
27,1.6,0.18,0.05,1.8,4.1,5.9,19,23,2,0,82,3,1.6,26,332,1.1,0.5,1402185600
29,1.6,0.19,0.05,1.4,4.2,5.6,29,17,0,0,74,2.7,1.6,331,334,1.3,0.8,1402189200
30,1.6,0.23,0.08,1.2,4.6,5.7,38,19,0,0,65,2.1,1.7,226,209,2,1.2,1402192800
30,1.6,0.25,0.07,1.3,5.3,6.6,45,36,10,0,66,1.7,1.7,275,303,2.7,1.3,1402196400
29,1.6,0.22,0.05,1.2,6.9,8,50,54,17,0,74,2.6,1.7,313,315,4,3,1402200000
29,1.6,0.2,0.04,1.1,5.8,6.9,54,45,23,0,74,3.7,1.6,308,304,3.8,2.8,1402203600
29,1.6,0.2,0.03,1.6,7.7,9.3,45,38,12,0,74,4.3,1.6,312,305,2.3,2.2,1402207200
29,1.6,0.15,0.02,1.1,3.5,4.5,46,20,12,0,72,2.8,1.6,344,45,1.6,0.7,1402210800
29,1.6,0.18,0.03,1,4.1,5,44,22,12,0,73,3.3,1.6,58,65,2,1.4,1402214400
27,1.6,0.24,0.06,1.1,5.9,7,36,18,16,3.2,85,3.4,1.6,96,101,3.7,1.9,1402218000
26,1.6,0.16,0.02,0.9,3.4,4.3,40,17,8,3.8,89,3.3,1.6,99,94,3.8,3.7,1402221600
26,1.6,0.14,0.01,1,2.3,3.2,41,23,8,0.6,86,3.4,1.6,86,94,2.4,2.7,1402225200
26,1.6,0.13,0,0.9,2.2,3,36,27,10,0,85,3.4,1.6,93,91,4,3.9,1402228800
26,1.6,0.13,0,0.8,2.2,3,34,40,18,0,82,3.3,1.6,88,95,2.4,2.9,1402232400
26,1.6,0.23,0.06,0.9,6,6.9,25,39,17,0,83,3,1.7,171,122,1.8,0.9,1402236000
25,1.6,0.18,0.04,0.7,3.3,4,17,35,16,0,90,2.2,1.6,114,124,2,1.6,1402239600
25,1.6,0.23,0.06,0.8,4.3,5.1,12,23,8,0,92,2,1.7,116,121,1.6,1.8,1402243200
25,1.7,0.36,0.1,0.7,8.1,8.8,7.7,25,3,0,93,1.1,1.8,129,119,1,1,1402246800
25,1.7,0.34,0.1,1,8.2,9.2,10,20,6,0,94,1.5,1.8,137,119,0.9,0.9,1402250400
25,1.7,0.33,0.14,1,7.2,8.2,10,40,7,0,94,1.7,1.8,50,103,0.7,0.3,1402254000
25,1.6,0.24,0.06,0.6,4.8,5.4,14,48,7,0,94,2.2,1.7,87,92,2.9,1.8,1402257600
25,1.6,0.22,0.04,0.4,3.7,4.1,15,52,0,0,89,2.4,1.7,66,55,1.3,0.9,1402261200
26,1.6,0.27,0.06,2,5.5,7.6,14,30,0,0,87,2.5,1.7,67,37,1.3,1.3,1402264800
28,1.6,0.33,0.07,1.9,5.9,7.7,22,16,0,0,77,2.4,1.7,350,42,1.7,0.7,1402268400
29,1.6,0.28,0.07,1.6,5.4,7,30,19,0,0,71,2.2,1.7,330,318,1.4,0.7,1402272000
30,1.6,0.23,0.12,1,4.3,5.2,34,23,8,0,69,1.9,1.7,319,327,3,1.5,1402275600
31,1.6,0.19,0.07,0.7,2.8,3.5,35,23,11,0,65,1.1,1.7,333,78,2.3,0.8,1402279200
31,1.6,0.19,0.06,0.5,2.5,3,43,21,16,0,63,0.9,1.7,11,310,4.4,0.4,1402282800
31,1.6,0.23,0.07,0.6,4.9,5.5,50,24,7,0,65,1,1.7,94,121,3.3,0.6,1402286400
31,1.6,0.22,0.06,0.7,4.1,4.9,52,15,5,0,65,1,1.7,98,73,3.6,1.3,1402290000
31,1.6,0.21,0.1,0.8,3.7,4.4,46,16,4,0,67,0.9,1.7,94,109,3,1,1402293600
30,1.6,0.19,0.12,0.7,3.2,3.9,41,13,7,0,71,0.9,1.7,343,96,3.7,0.2,1402297200
29,1.6,0.2,0.14,0.8,4,4.7,35,13,10,0,75,1.9,1.7,27,311,3.1,1,1402300800
29,1.6,0.25,0.1,0.7,5.1,5.8,33,13,12,0,75,1.9,1.7,348,317,3.3,0.9,1402304400
28,1.6,0.25,0.11,0.6,8,8.5,26,30,11,0,81,2.3,1.7,59,55,3.3,1.3,1402308000
